9.755859375000000000e-01	9.477539062500000000e-01	7.172851562500000000e-01	9.619140625000000000e-01	8.911132812500000000e-01	8.955078125000000000e-01	9.960937500000000000e-01	9.291992187500000000e-01	9.951171875000000000e-01	5.898437500000000000e-01	8.183593750000000000e-01	9.814453125000000000e-01	9.589843750000000000e-01	9.301757812500000000e-01	9.023437500000000000e-01	8.056640625000000000e-01	9.990234375000000000e-01	1.000000000000000000e+00	9.218750000000000000e-01	8.989257812500000000e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.000976562500000000e+00	1.000000000000000000e+00	1.000976562500000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.848632812500000000e-01	1.000000000000000000e+00	9.985351562500000000e-01	9.990234375000000000e-01	1.000000000000000000e+00	9.853515625000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.809570312500000000e-01	1.000976562500000000e+00	1.000000000000000000e+00	9.570312500000000000e-01	1.000000000000000000e+00
9.995117187500000000e-01	9.980468750000000000e-01	8.876953125000000000e-01	1.000000000000000000e+00	9.980468750000000000e-01	9.965820312500000000e-01	8.955078125000000000e-01	1.000976562500000000e+00	9.213867187500000000e-01	9.970703125000000000e-01	9.897460937500000000e-01	1.000000000000000000e+00	7.626953125000000000e-01	1.000000000000000000e+00	9.936523437500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.980468750000000000e-01	7.500000000000000000e-01	1.000976562500000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.973632812500000000e-01	1.000000000000000000e+00	1.000976562500000000e+00	6.235351562500000000e-01	7.006835937500000000e-01	4.768066406250000000e-01	6.040039062500000000e-01	1.000000000000000000e+00	7.871093750000000000e-01	1.000000000000000000e+00	9.951171875000000000e-01	5.375976562500000000e-01	1.000000000000000000e+00	9.003906250000000000e-01	8.193359375000000000e-01	1.000000000000000000e+00	1.000976562500000000e+00	9.995117187500000000e-01
1.000000000000000000e+00	9.926757812500000000e-01	1.000976562500000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	8.759765625000000000e-01	9.003906250000000000e-01	1.000976562500000000e+00	8.149414062500000000e-01	9.970703125000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.614257812500000000e-01	8.613281250000000000e-01	1.000000000000000000e+00	6.103515625000000000e-01	9.082031250000000000e-01	1.000000000000000000e+00
1.000000000000000000e+00	9.985351562500000000e-01	1.000000000000000000e+00	8.979492187500000000e-01	9.995117187500000000e-01	9.951171875000000000e-01	1.000976562500000000e+00	8.618164062500000000e-01	9.975585937500000000e-01	9.301757812500000000e-01	1.000976562500000000e+00	5.517578125000000000e-01	9.960937500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000976562500000000e+00	1.000000000000000000e+00	9.990234375000000000e-01	9.902343750000000000e-01	9.990234375000000000e-01
1.000000000000000000e+00	4.831542968750000000e-01	9.970703125000000000e-01	9.902343750000000000e-01	1.000976562500000000e+00	1.000000000000000000e+00	9.970703125000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000976562500000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.985351562500000000e-01	8.979492187500000000e-01	1.000976562500000000e+00	9.907226562500000000e-01	9.272460937500000000e-01	9.995117187500000000e-01	6.284179687500000000e-01	9.770507812500000000e-01
1.000976562500000000e+00	1.000976562500000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000976562500000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.951171875000000000e-01	8.632812500000000000e-01	1.000976562500000000e+00	9.980468750000000000e-01	9.990234375000000000e-01	9.975585937500000000e-01	9.941406250000000000e-01	9.936523437500000000e-01	1.001953125000000000e+00	1.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.296875000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.770507812500000000e-01	9.824218750000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.985351562500000000e-01	1.000000000000000000e+00	9.985351562500000000e-01	1.000976562500000000e+00	1.000000000000000000e+00
1.000976562500000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.951171875000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.106445312500000000e-01	1.000000000000000000e+00	8.525390625000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	8.852539062500000000e-01	1.000000000000000000e+00	9.990234375000000000e-01	1.000000000000000000e+00	9.238281250000000000e-01	9.951171875000000000e-01	1.000976562500000000e+00	1.000000000000000000e+00
