9.985351562500000000e-01	9.648437500000000000e-01	7.700195312500000000e-01	9.985351562500000000e-01	9.204101562500000000e-01	8.876953125000000000e-01	1.000000000000000000e+00	9.555664062500000000e-01	1.000000000000000000e+00	6.474609375000000000e-01	8.369140625000000000e-01	9.829101562500000000e-01	9.643554687500000000e-01	9.467773437500000000e-01	9.375000000000000000e-01	8.125000000000000000e-01	1.000000000000000000e+00	9.995117187500000000e-01	9.697265625000000000e-01	9.003906250000000000e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.819335937500000000e-01	9.794921875000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.936523437500000000e-01	9.907226562500000000e-01	9.873046875000000000e-01	1.000000000000000000e+00	9.970703125000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.770507812500000000e-01	9.970703125000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
1.000000000000000000e+00	9.892578125000000000e-01	8.510742187500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000976562500000000e+00	9.125976562500000000e-01	1.000000000000000000e+00	9.345703125000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.252929687500000000e-01	7.695312500000000000e-01	9.794921875000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000976562500000000e+00	9.667968750000000000e-01	8.339843750000000000e-01	1.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.237304687500000000e-01	1.000000000000000000e+00	9.990234375000000000e-01	6.235351562500000000e-01	7.006835937500000000e-01	4.948730468750000000e-01	6.064453125000000000e-01	1.000976562500000000e+00	8.061523437500000000e-01	1.000000000000000000e+00	9.907226562500000000e-01	5.449218750000000000e-01	1.000000000000000000e+00	9.008789062500000000e-01	8.276367187500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.980468750000000000e-01
1.000000000000000000e+00	9.956054687500000000e-01	9.624023437500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	8.989257812500000000e-01	9.184570312500000000e-01	1.000976562500000000e+00	8.159179687500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.750976562500000000e-01	8.657226562500000000e-01	9.916992187500000000e-01	6.489257812500000000e-01	9.194335937500000000e-01	1.000000000000000000e+00
1.000000000000000000e+00	9.843750000000000000e-01	1.000976562500000000e+00	9.086914062500000000e-01	1.000976562500000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	8.789062500000000000e-01	9.770507812500000000e-01	9.428710937500000000e-01	1.000000000000000000e+00	5.610351562500000000e-01	9.965820312500000000e-01	1.000000000000000000e+00	1.000976562500000000e+00	1.000976562500000000e+00	9.941406250000000000e-01	1.000976562500000000e+00	9.985351562500000000e-01	1.000000000000000000e+00
1.000000000000000000e+00	5.195312500000000000e-01	1.000976562500000000e+00	1.000000000000000000e+00	1.000976562500000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000976562500000000e+00	9.951171875000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.335937500000000000e-01	1.000976562500000000e+00	9.946289062500000000e-01	9.282226562500000000e-01	1.000000000000000000e+00	6.362304687500000000e-01	9.799804687500000000e-01
1.000976562500000000e+00	1.000976562500000000e+00	1.000000000000000000e+00	9.965820312500000000e-01	9.965820312500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.916992187500000000e-01	8.852539062500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000976562500000000e+00	9.980468750000000000e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.388671875000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.990234375000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.877929687500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.995117187500000000e-01	9.995117187500000000e-01	9.985351562500000000e-01	1.000000000000000000e+00	9.990234375000000000e-01	1.000000000000000000e+00	9.956054687500000000e-01
9.985351562500000000e-01	1.000000000000000000e+00	9.995117187500000000e-01	9.985351562500000000e-01	9.975585937500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.116210937500000000e-01	1.000000000000000000e+00	8.579101562500000000e-01	1.000000000000000000e+00	9.975585937500000000e-01	9.111328125000000000e-01	1.000000000000000000e+00	1.000976562500000000e+00	1.000000000000000000e+00	9.487304687500000000e-01	9.985351562500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00
9.975585937500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	8.940429687500000000e-01	9.995117187500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.799804687500000000e-01	9.970703125000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.785156250000000000e-01	1.000000000000000000e+00	9.174804687500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00
1.000000000000000000e+00	9.995117187500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.829101562500000000e-01	9.975585937500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.990234375000000000e-01	9.848632812500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.775390625000000000e-01	9.858398437500000000e-01	1.000000000000000000e+00
1.000000000000000000e+00	9.995117187500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.960937500000000000e-01	9.790039062500000000e-01	9.995117187500000000e-01	9.990234375000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.833984375000000000e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.682617187500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.897460937500000000e-01	1.000000000000000000e+00	8.876953125000000000e-01	9.804687500000000000e-01	9.824218750000000000e-01	1.000000000000000000e+00	9.858398437500000000e-01	9.956054687500000000e-01	1.000000000000000000e+00	9.956054687500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
9.824218750000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.985351562500000000e-01	1.000000000000000000e+00	9.853515625000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.995117187500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	8.696289062500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.995117187500000000e-01	1.000000000000000000e+00	9.995117187500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00
9.990234375000000000e-01	1.000000000000000000e+00	9.843750000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	8.925781250000000000e-01	9.980468750000000000e-01	9.272460937500000000e-01	9.975585937500000000e-01	9.985351562500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.921875000000000000e-01	1.000000000000000000e+00	9.965820312500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
1.000000000000000000e+00	9.965820312500000000e-01	9.995117187500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.970703125000000000e-01	9.780273437500000000e-01	1.000000000000000000e+00	9.838867187500000000e-01	1.000000000000000000e+00	9.985351562500000000e-01	9.975585937500000000e-01	9.702148437500000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
